id	gene_short_name	locus	normal_FPKM	sorafenib-resistant_FPKM
XLOC_005996	CAPZA3	chr12:18683175-18739188	0.0626436	0.178907
XLOC_005997	PLEKHA5	chr12:19129658-19376401	7.74842	9.01543
XLOC_005998	AEBP2	chr12:19439673-19522239	2.90763	3.71022
XLOC_005999	LOC100506393	chr12:20014684-20098868	0	0
XLOC_006000	PDE3A	chr12:20369244-20684302	0.410028	0.723391
XLOC_006001	SLCO1C1	chr12:20695354-20753386	0.0237977	0.0351042
XLOC_006002	SLCO1B3	chr12:20810703-20917064	6.35686	0.640635
XLOC_006003	SLCO1B7	chr12:21015695-21090106	0.191957	0.0163852
XLOC_006004	SLCO1B1	chr12:21131151-21241073	7.38263	45.8099
XLOC_006005	IAPP	chr12:21264599-21395437	0.601184	0.0702094
XLOC_006006	PYROXD1	chr12:21437603-21501669	3.84633	4.14276
XLOC_006007	GOLT1B	chr12:21501764-21518403	12.5724	16.9906
XLOC_006008	SPX	chr12:21526270-21532754	2.00856	13.3564
XLOC_006009	GYS2	chr12:21533317-21604970	0.0443107	0.845225
XLOC_006010	CMAS	chr12:22046175-22065672	49.0673	27.7137
XLOC_006011	ETNK1	chr12:22625141-22690674	8.42007	12.6816
XLOC_006012	LOC101928441	chr12:23175635-23191587	0	0
XLOC_006013	MIR920	chr12:23528913-24562449	0	0
XLOC_006014	LOC101928471	chr12:23528913-24562449	0	0
XLOC_006015	LRMP	chr12:25052246-25195160	0.841114	1.93132
XLOC_006016	LYRM5	chr12:25195215-25250931	27.1233	21.4229
XLOC_006017	RASSF8	chr12:25951951-26079892	1.27562	1.84204
XLOC_006018	SSPN	chr12:26195335-26234775	1.28033	1.4421
XLOC_006019	FGFR1OP2	chr12:26938371-26966648	10.2851	12.4262
XLOC_006020	MED21	chr12:27022521-27034263	5.71829	6.54738
XLOC_006021	STK38L	chr12:27244141-27325957	4.21017	3.70325
XLOC_006022	ARNTL2	chr12:27332853-27446634	3.04705	2.33812
XLOC_006023	SMCO2	chr12:27466809-27502185	0.188634	0.0897528
XLOC_006024	"PPFIBP1,REP15"	chr12:27524111-27697633	11.3617	3.90519
XLOC_006025	MRPS35	chr12:27710397-27756308	41.5569	50.2404
XLOC_006026	KLHL42	chr12:27780223-27803040	1.75958	3.00636
XLOC_006027	CCDC91	chr12:28189975-28564709	8.75146	25.719
XLOC_006028	FAR2	chr12:29149002-29381276	1.89402	1.50089
XLOC_006029	OVCH1-AS1	chr12:29389293-29497686	0	0.123476
XLOC_006030	LINC00941	chr12:30795680-30802711	0.254049	0.229964
XLOC_006031	TSPAN11	chr12:30926903-30996602	0.106071	0.12152
XLOC_006032	DDX11	chr12:31020762-31104791	3.23369	4.08196
XLOC_006033	FLJ13224	chr12:31280557-31326225	0.0910927	0.071136
XLOC_006034	DENND5B-AS1	chr12:31382222-31615351	0	0.0516186
XLOC_006035	METTL20	chr12:31647159-31731385	1.26564	1.35018
XLOC_006036	KIAA1551	chr12:31958401-31993323	4.13515	3.78968
XLOC_006037	BICD1	chr12:32106871-32381058	0.419507	1.53972
XLOC_006038	FGD4	chr12:32399402-32646528	2.65216	2.9128
XLOC_006039	DNM1L	chr12:32679199-32755953	7.07649	9.18839
XLOC_006040	ALG10	chr12:34021062-34032136	0.83331	1.30764
XLOC_006041	ALG10B	chr12:38316754-38329726	0.825336	0.727498
XLOC_006042	-	chr12:38652199-38909589	0.821935	2.25795
XLOC_006043	C12orf40	chr12:39626169-39721916	0	0
XLOC_006044	LRRK2	chr12:40222170-40369284	0.612712	0.884653
XLOC_006045	MUC19	chr12:40393393-40570755	0	0
XLOC_006046	CNTN1	chr12:40692441-41072486	0.00436718	0.653369
XLOC_006047	PDZRN4	chr12:41188447-41574590	0	0
XLOC_006048	PPHLN1	chr12:42312085-42448620	22.1371	21.9839
XLOC_006049	IRAK4	chr12:43758943-43789646	2.81734	3.20625
XLOC_006050	TMEM117	chr12:43835860-44389762	2.89125	1.61421
XLOC_006051	ANO6	chr12:45172759-45440404	23.4098	17.1893
XLOC_006052	ARID2	chr12:45729836-45908036	3.49291	2.23578
XLOC_006053	LOC100288798	chr12:46383675-46652579	3.21987	7.2357
XLOC_006054	PCED1B	chr12:47075706-47236663	3.98898	3.68075
XLOC_006055	MIR4698	chr12:47075706-47236663	0	0
XLOC_006056	ENDOU	chr12:47706090-47725572	22.8924	124.277
XLOC_006057	SLC48A1	chr12:47734309-47820689	11.0802	9.82245
XLOC_006058	TMEM106C	chr12:47963546-47968878	52.9847	67.3902
XLOC_006059	PFKM	chr12:48042886-48146404	4.09092	6.18963
XLOC_006060	MIR6505	chr12:48042886-48146404	0	0
XLOC_006061	CCDC184	chr12:48183582-48185926	0.0375765	0.0719423
XLOC_006062	H1FNT	chr12:48328979-48330279	0.131176	0.0507652
XLOC_006063	ANP32D	chr12:48472664-48473060	0	0
XLOC_006064	C12orf54	chr12:48482502-48496514	0	0
XLOC_006065	OR8S1	chr12:48525631-48528103	0	0
XLOC_006066	LINC00935	chr12:48727434-48765786	0	0
XLOC_006067	LOC100506125	chr12:48789146-48790535	1.65863	0.713272
XLOC_006068	CACNB3	chr12:48814431-48828943	2.92074	1.22307
XLOC_006069	CCDC65	chr12:48904109-48921576	0.264686	0.618825
XLOC_006070	WNT1	chr12:48978452-48982613	0	0.0372587
XLOC_006071	TUBA1C	chr12:49227925-49273338	179.417	146.257
XLOC_006072	PRPH	chr12:49292630-49331732	0.0353773	0.0201927
XLOC_006073	TROAP	chr12:49292630-49331732	10.5063	9.86869
XLOC_006074	DNAJC22	chr12:49346798-49359547	8.26017	9.14827
XLOC_006075	SPATS2	chr12:49366904-49527431	7.35028	9.88502
XLOC_006076	LOC100335030	chr12:49366904-49527431	0.020546	0.101621
XLOC_006077	KCNH3	chr12:49539156-49568145	0.134478	0.0343195
XLOC_006078	PRPF40B	chr12:49623411-49707418	2.37799	1.99885
XLOC_006079	TMBIM6	chr12:49741509-49764934	391.735	476.008
XLOC_006080	BCDIN3D-AS1	chr12:49828542-49843129	0.180647	0.317476
XLOC_006081	LOC101927292	chr12:49911952-49926339	0	0
XLOC_006082	AQP2	chr12:49950740-49965682	0.0165178	0
XLOC_006083	AQP5	chr12:49950740-49965682	0.0706425	0.0858663
XLOC_006084	AQP6	chr12:49972836-49977139	2.99996	0.0483646
XLOC_006085	ASIC1	chr12:50057636-50083622	2.12631	1.03497
XLOC_006086	SMARCD1	chr12:50085199-50100711	11.0374	12.9441
XLOC_006087	"COX14,GPD1"	chr12:50103763-50120457	84.6014	79.015
XLOC_006088	LARP4	chr12:50400808-50480186	9.67245	12.2481
XLOC_006089	DIP2B	chr12:50504984-50748667	9.33621	6.27196
XLOC_006090	ATF1	chr12:50764005-50821160	8.64466	8.40949
XLOC_006091	TMPRSS12	chr12:50842917-50887880	0	0
XLOC_006092	METTL7A	chr12:50922679-50932519	95.1977	101.618
XLOC_006093	HIGD1C	chr12:50953998-50970506	0	0
XLOC_006094	LETMD1	chr12:51048298-51060424	28.8802	25.7554
XLOC_006095	DAZAP2	chr12:51238723-51271941	100.701	92.8853
XLOC_006096	SMAGP	chr12:51238723-51271941	6.87674	4.04105
XLOC_006097	SLC4A8	chr12:51351888-51515763	0.112287	0.0734135
XLOC_006098	SCN8A	chr12:51591235-51812864	1.0846	1.48146
XLOC_006099	ANKRD33	chr12:51888008-51891721	0.0188297	0
XLOC_006100	ACVRL1	chr12:51907417-51923361	1.22333	2.1436
XLOC_006101	ACVR1B	chr12:51951666-51997079	8.32166	10.4156
XLOC_006102	GRASP	chr12:52006944-52015889	0.951201	2.0219
XLOC_006103	NR4A1	chr12:52022831-52059507	5.67282	5.30903
XLOC_006104	ATG101	chr12:52069973-52077495	51.6893	44.7875
XLOC_006105	OR7E47P	chr12:52079695-52108319	0.234413	0
XLOC_006106	LINC00592	chr12:52210929-52223813	0.258372	0
XLOC_006107	KRT7	chr12:52232704-52248925	435.109	108.772
XLOC_006108	-	chr12:52249331-52252494	0.452134	0.883335
XLOC_006109	KRT86	chr12:52301864-52309163	0.866345	0.357594
XLOC_006110	KRT73-AS1	chr12:52607569-52618559	0	0
XLOC_006111	KRT18	chr12:52897186-52952901	865.012	846.207
XLOC_006112	EIF4B	chr12:53006257-53079420	105.344	154.285
XLOC_006113	TNS2	chr12:53006257-53079420	5.70546	6.66587
XLOC_006114	MIR6757	chr12:53006257-53079420	0	0
XLOC_006115	IGFBP6	chr12:53097651-53102344	2.05401	61.9149
XLOC_006116	SOAT2	chr12:53103488-53124539	0.232395	3.79918
XLOC_006117	ZNF740	chr12:53157662-53207307	7.94779	8.15229
XLOC_006118	MFSD5	chr12:53251585-53254406	23.3747	23.0811
XLOC_006119	ESPL1	chr12:53268288-53293643	1.99578	1.62812
XLOC_006120	PFDN5	chr12:53295450-53299451	471.052	488.475
XLOC_006121	C12orf10	chr12:53299685-53307181	41.0428	42.7176
XLOC_006122	SP1	chr12:53380194-53416442	10.2432	9.99673
XLOC_006123	AMHR2	chr12:53423854-53431534	0	0
XLOC_006124	PRR13	chr12:53441648-53446691	187.402	189.858
XLOC_006125	"PCBP2,PCBP2-OT1"	chr12:53452067-53499660	137.234	213.829
XLOC_006126	TARBP2	chr12:53500159-53506433	21.2117	20.6889
XLOC_006127	LOC100652999	chr12:53506689-53626518	0.971418	1.65508
XLOC_006128	HOXC13	chr12:53935327-53946544	0.0565396	0
XLOC_006129	HOXC12	chr12:53954929-53956566	0	0
XLOC_006130	HOXC11	chr12:53962307-53976419	0.0264157	0.0116644
XLOC_006131	HOXC10	chr12:53983950-53990278	0.0706131	0.0235543
XLOC_006132	MIR196A2	chr12:53991737-53991847	0	0
XLOC_006133	HOXC9	chr12:54000092-54003336	0.032032	0.156505
XLOC_006134	HOXC8	chr12:54009105-54012761	0.0570247	0.0314802
XLOC_006135	"HOXC4,HOXC5,HOXC6"	chr12:54016851-54056030	0.265495	0.2445
XLOC_006136	MIR615	chr12:54016851-54056030	0	0
XLOC_006137	FLJ12825	chr12:54058253-54122234	0.0619521	0.0396657
XLOC_006138	LOC100240734	chr12:54058253-54122234	0	0
XLOC_006139	LOC400043	chr12:54126070-54132842	0.442794	0.474522
XLOC_006140	HNRNPA1	chr12:54280703-54287084	396.834	451.4
XLOC_006141	COPZ1	chr12:54325089-54351851	88.5359	104.616
XLOC_006142	MIR148B	chr12:54325089-54351851	0	0
XLOC_006143	LOC102724050	chr12:54353690-54473602	0	0.373507
XLOC_006144	NCKAP1L	chr12:54497710-54548329	0.827886	3.549
XLOC_006145	PDE1B	chr12:54549392-54579239	0.349615	0.544794
XLOC_006146	MUCL1	chr12:54854514-54858390	0.1772	0
XLOC_006147	NEUROD4	chr12:55019944-55030017	0	0
XLOC_006148	OR9K2	chr12:55129768-55130776	0	0
XLOC_006149	OR10A7	chr12:55221024-55221975	0	0
XLOC_006150	OR6C74	chr12:55247287-55248226	0	0
XLOC_006151	OR6C1	chr12:55320599-55321538	0	0
XLOC_006152	OR6C3	chr12:55331700-55332636	0	0
XLOC_006153	OR6C75	chr12:55365110-55366049	0	0
XLOC_006154	OR6C65	chr12:55400528-55401467	0	0
XLOC_006155	OR6C76	chr12:55426253-55427192	0	0
XLOC_006156	OR6C2	chr12:55452213-55453152	0	0
XLOC_006157	OR6C68	chr12:55492377-55493316	0	0
XLOC_006158	OR6C4	chr12:55551226-55552156	0	0
XLOC_006159	OR2AP1	chr12:55574414-55575344	0	0
XLOC_006160	OR10P1	chr12:55636891-55637833	0	0
XLOC_006161	METTL7B	chr12:55681545-55713183	44.4941	179.571
XLOC_006162	"BLOC1S1,BLOC1S1-RDH5,RDH5"	chr12:55716033-55731196	247.779	247.664
XLOC_006163	GDF11	chr12:55743279-55817756	2.11494	1.05674
XLOC_006164	ORMDL2	chr12:55817941-55842983	90.479	91.232
XLOC_006165	TMEM198B	chr12:55817941-55842983	3.87427	4.47881
XLOC_006166	DGKA	chr12:55931161-55954023	3.83923	2.77383
XLOC_006167	CDK2	chr12:55966768-55972789	9.36939	14.1358
XLOC_006168	RAB5B	chr12:55973912-55996683	32.1886	28.6118
XLOC_006169	SUOX	chr12:55997258-56005527	17.3625	19.539
XLOC_006170	IKZF4	chr12:56020904-56038435	0.8285	1.34375
XLOC_006171	RPS26	chr12:56041834-56044326	662.731	1014.37
XLOC_006172	ERBB3	chr12:56079900-56103701	68.6266	58.4075
XLOC_006173	PA2G4	chr12:56104318-56113910	56.7695	105.16
XLOC_006174	RPL41	chr12:56116589-56117832	6178.22	7176.29
XLOC_006175	"ESYT1,ZC3H10"	chr12:56118219-56144676	29.2703	44.0846
XLOC_006176	MYL6B	chr12:56152010-56157987	27.2788	33.859
XLOC_006177	MYL6	chr12:56158112-56189567	1312.14	1159.28
XLOC_006178	NABP2	chr12:56222038-56229854	29.4257	37.8985
XLOC_006179	SLC39A5	chr12:56230035-56258647	36.1645	106.738
XLOC_006180	COQ10A	chr12:56266857-56270966	11.8818	14.8927
XLOC_006181	IL23A	chr12:56338650-56340413	12.8113	0.527215
XLOC_006182	SPRYD4	chr12:56468516-56488414	19.9972	15.0604
XLOC_006183	RBMS2	chr12:56521824-56636379	1.92293	1.96005
XLOC_006184	HSD17B6	chr12:56712425-56787790	160.4	92.9108
XLOC_006185	GPR182	chr12:56951014-57006513	0.128483	0.205403
XLOC_006186	NAB2	chr12:57088893-57111413	9.88611	13.9751
XLOC_006187	LRP1	chr12:57128498-57213588	97.5564	122.146
XLOC_006188	MIR1228	chr12:57128498-57213588	0	0
XLOC_006189	NXPH4	chr12:57216794-57226449	0.418819	9.46691
XLOC_006190	SHMT2	chr12:57229572-57243313	47.8609	116.569
XLOC_006191	INHBC	chr12:57431671-57452062	30.8104	24.5841
XLOC_006192	INHBE	chr12:57454212-57459033	43.1908	36.7169
XLOC_006193	GLI1	chr12:57460134-57479850	0.338018	0.500328
XLOC_006194	MARS	chr12:57487952-57520517	22.9765	32.6305
XLOC_006195	MIR6758	chr12:57487952-57520517	0	0
XLOC_006196	MBD6	chr12:57520686-57547331	16.63	19.3334
XLOC_006197	KIF5A	chr12:57550063-57584771	0.0157618	0.0035004
XLOC_006198	PIP4K2C	chr12:57591158-57603428	13.759	12.9656
XLOC_006199	DTX3	chr12:57604621-57609804	4.26416	1.35737
XLOC_006200	ARHGEF25	chr12:57610179-57617245	0.483037	0.526148
XLOC_006201	SLC26A10	chr12:57618404-57633239	0.382238	2.12736
XLOC_006202	OS9	chr12:57693954-57721557	158.944	148.697
XLOC_006203	AGAP2-AS1	chr12:57724292-57742161	1.02397	1.88039
XLOC_006204	TSPAN31	chr12:57745000-57752447	16.75	20.0678
XLOC_006205	9-Mar	chr12:57755097-57761009	4.88935	4.21004
XLOC_006206	METTL21B	chr12:57772592-57782541	4.72651	6.83628
XLOC_006207	TSFM	chr12:57782744-57819746	20.2705	24.4183
XLOC_006208	XRCC6BP1	chr12:57941520-57957269	6.05663	5.25405
XLOC_006209	LOC100506869	chr12:58565958-58812668	0	0.21076
XLOC_006210	SLC16A7	chr12:59596039-59789854	0.487993	1.5962
XLOC_006211	"MIR6125,USP15"	chr12:62260339-62409862	4.27928	5.72792
XLOC_006212	MON2	chr12:62466816-62598111	3.34857	3.62842
XLOC_006213	MIRLET7I	chr12:62603685-62604655	1.59884	1.16485
XLOC_006214	TMEM5	chr12:63779802-63822156	9.27762	9.75709
XLOC_006215	SRGAP1	chr12:63843953-64147833	1.95335	2.36087
XLOC_006216	-	chr12:64222360-64227908	0	103.857
XLOC_006217	XPOT	chr12:64404372-64451125	20.2247	26.5896
XLOC_006218	TBK1	chr12:64452059-64502119	9.22304	11.7119
XLOC_006219	RASSF3	chr12:64610512-64697567	14.2796	14.0614
XLOC_006220	TBC1D30	chr12:64780532-64881018	2.31752	1.92815
XLOC_006221	FLJ41278	chr12:64883773-64977522	0.0457873	0.0533692
XLOC_006222	LEMD3	chr12:65169379-65248440	6.32578	6.14898
XLOC_006223	MSRB3	chr12:65278642-65642372	1.15149	2.46292
XLOC_006224	HMGA2	chr12:65758020-65966291	7.15285	0.294846
XLOC_006225	LLPH-AS1	chr12:66123068-66134449	0	0.108219
XLOC_006226	"IRAK3,MIR6502"	chr12:66189197-66254614	0.397355	0.465361
XLOC_006227	HELB	chr12:66302546-66343643	0.130802	0.410153
XLOC_006228	CAND1	chr12:67269038-67319952	10.1263	14.5218
XLOC_006229	LOC100507175	chr12:67520081-67567131	0.00976278	0
XLOC_006230	DYRK2	chr12:67648731-67665384	5.01509	2.76823
XLOC_006231	LINC01479	chr12:67929234-67970017	0	0
XLOC_006232	IFNG-AS1	chr12:67989444-68021327	0	0.0413285
XLOC_006233	RAP1B	chr12:68610838-68660606	48.9235	66.8628
XLOC_006234	NUP107	chr12:68686888-68744297	9.07432	11.9843
XLOC_006235	SLC35E3	chr12:68746106-68769083	7.09459	7.28742
XLOC_006236	MDM2	chr12:68807135-68963240	9.34955	11.5378
XLOC_006237	CPSF6	chr12:69239536-69274358	7.41434	8.7802
XLOC_006238	LYZ	chr12:69348353-69354233	245.754	848.018
XLOC_006239	YEATS4	chr12:69359709-69390870	10.5099	12.1968
XLOC_006240	FRS2	chr12:69470348-69579791	4.13813	4.74705
XLOC_006241	MIR3913-2	chr12:69584721-69584823	0	0
XLOC_006242	CCT2	chr12:69585427-69601577	65.919	115.017
XLOC_006243	RAB3IP	chr12:69738685-69823204	2.86637	1.89071
XLOC_006244	MYRFL	chr12:69825322-69958725	0.253631	0.0380325
XLOC_006245	CNOT2	chr12:70222190-70356520	16.3699	19.931
XLOC_006246	KCNMB4	chr12:70366281-70434292	0.300206	0.893329
XLOC_006247	LGR5	chr12:71439769-71586308	13.0687	3.5139
XLOC_006248	THAP2	chr12:71609600-71680834	1.25608	1.63523
XLOC_006249	TMEM19	chr12:71686078-71704059	10.7804	15.1877
XLOC_006250	RAB21	chr12:71754873-71790716	15.442	16.8283
XLOC_006251	TBC1D15	chr12:71839706-71926862	4.86662	7.11259
XLOC_006252	TPH2	chr12:71938845-72032441	0	0
XLOC_006253	TRHDE	chr12:72253506-72665642	0.0131488	0.0155143
XLOC_006254	LOC101928137	chr12:73159189-73208317	0	0
XLOC_006255	ATXN7L3B	chr12:74537770-74541452	29.4109	26.7324
XLOC_006256	-	chr12:74847440-74861742	0.103877	13.276
XLOC_006257	GLIPR1L1	chr12:75275978-75390922	0	0.0372156
XLOC_006258	CAPS2	chr12:75275978-75390922	0.116745	0.319256
XLOC_006259	GLIPR1L2	chr12:75391069-75432397	0.404578	0.359619
XLOC_006260	GLIPR1	chr12:75480683-75511648	5.2742	2.60819
XLOC_006261	-	chr12:76559888-76570734	6.30187	2.61669
XLOC_006262	ZDHHC17	chr12:76764073-76853918	5.52927	4.94859
XLOC_006263	NAV3	chr12:77831288-78213012	0.131825	0.0789934
XLOC_006264	SYT1	chr12:78863992-79452008	0.750018	0.287984
XLOC_006265	MIR1252	chr12:78863992-79452008	0	0
XLOC_006266	OTOGL	chr12:80209452-80379090	0.0122089	0.00784882
XLOC_006267	PTPRQ	chr12:80444345-80680189	0.00154176	0.00392432
XLOC_006268	MYF6	chr12:80707628-80709477	0.221222	0.0197119
XLOC_006269	MYF5	chr12:80716928-80719668	0	0
XLOC_006270	LINC01490	chr12:80763153-80770715	0	0.0134373
XLOC_006271	ACSS3	chr12:81077325-81759330	4.79072	14.3124
XLOC_006272	MIR4699	chr12:81077325-81759330	0	0
XLOC_006273	LOC102724663	chr12:81077325-81759330	0	0
XLOC_006274	LOC101928449	chr12:81953718-81993133	0	0
XLOC_006275	METTL25	chr12:82352303-82479237	1.69824	2.15363
XLOC_006276	TMTC2	chr12:82686965-83134882	2.81594	2.08947
XLOC_006277	LRRIQ1	chr12:85036320-85245105	0.386308	0.760289
XLOC_006278	ALX1	chr12:85280257-85301783	0.713806	0.0267626
XLOC_006279	NTS	chr12:85874294-85882992	0.265555	0.455513
XLOC_006280	C12orf29	chr12:88035490-88142216	5.53959	4.90214
XLOC_006281	TMTC3	chr12:88142295-88199887	2.92015	2.82161
XLOC_006282	LINC00936	chr12:89587851-89711952	0.39723	0.228894
XLOC_006283	LINC00615	chr12:90918022-90948669	0.0301884	0.0251481
XLOC_006284	-	chr12:91877055-91880643	1.76114	0.367888
XLOC_006285	CLLU1	chr12:92420093-92431002	0.00338166	0
XLOC_006286	C12orf74	chr12:92702842-92708549	0.0306608	0.0513349
XLOC_006287	PLEKHG7	chr12:92736488-92772092	0.097009	0.207241
XLOC_006288	LOC102724933	chr12:93003757-93377736	0	0
XLOC_006289	NUDT4	chr12:93377880-93403907	12.3511	14.163
XLOC_006290	MRPL42	chr12:93467489-93503772	13.9285	17.2237
XLOC_006291	SOCS2	chr12:93565627-93576745	1.02023	2.58191
XLOC_006292	CRADD	chr12:93677351-93850755	25.7118	26.7486
XLOC_006293	PLXNC1	chr12:94148722-94459988	0.809287	2.78005
XLOC_006294	CEP83-AS1	chr12:94460002-94462568	0.0452563	0.171919
XLOC_006295	MIR5700	chr12:94561788-94561859	0	0
XLOC_006296	"KRT19P2,MIR492"	chr12:94834397-94835028	0	0
XLOC_006297	VEZT	chr12:95217725-95302838	8.66132	8.33282
XLOC_006298	"MIR331,MIR3685"	chr12:95306694-95310651	1.40961	1.3016
XLOC_006299	METAP2	chr12:95474045-95515837	26.8188	43.6199
XLOC_006300	PGAM1P5	chr12:95649254-95790758	0	0
XLOC_006301	SNRPF	chr12:95858930-95866461	76.4651	88.9792
XLOC_006302	AMDHD1	chr12:95942998-95968682	22.8073	21.3539
XLOC_006303	ELK3	chr12:96194381-96269835	5.7622	6.15582
XLOC_006304	CFAP54	chr12:96489570-96875555	0.0161226	0.0194599
XLOC_006305	NEDD1	chr12:96907222-96954708	2.6689	4.16832
XLOC_006306	RMST	chr12:97465020-97533766	0	0.0137462
XLOC_006307	MIR1251	chr12:97465020-97533766	0	0
XLOC_006308	MIR135A2	chr12:97563310-97564967	0.342555	0.786156
XLOC_006309	RNU6-36P	chr12:97713411-97756517	0	0
XLOC_006310	TMPO	chr12:98512972-98550379	16.7032	31.6718
XLOC_006311	SLC25A3	chr12:98593624-98602000	146.946	306.145
XLOC_006312	SNORA53	chr12:98593624-98602000	0	0.67241
XLOC_006313	APAF1	chr12:98645194-99984654	1.86329	1.87794
XLOC_006314	LOC101928937	chr12:98645194-99984654	0	0
XLOC_006315	FAM71C	chr12:98645194-99984654	0	0
XLOC_006316	MIR1827	chr12:100156357-100199955	0	0
XLOC_006317	ACTR6	chr12:100200086-100224424	10.3283	14.0833
XLOC_006318	SCYL2	chr12:100267214-100341829	7.56639	9.49781
XLOC_006319	SLC17A8	chr12:100357078-100422059	0	0.0394197
XLOC_006320	NR1H4	chr12:100473392-100564684	19.1308	37.3636
XLOC_006321	GAS2L3	chr12:100573660-100628292	0.855589	3.08156
XLOC_006322	ANO4	chr12:100794595-101128641	0.0175688	0.0183611
XLOC_006323	UTP20	chr12:101280126-101386650	5.94618	5.54368
XLOC_006324	SPIC	chr12:101476878-101486997	0.149741	0.251544
XLOC_006325	MYBPC1	chr12:101594930-101685880	0.0679943	0.208875
XLOC_006326	CHPT1	chr12:101695532-101739472	79.8158	91.6487
XLOC_006327	DRAM1	chr12:101877326-101923623	3.9213	6.36709
XLOC_006328	PARPBP	chr12:102073115-102197958	1.62904	1.84837
XLOC_006329	PAH	chr12:102836895-102917679	5.16813	7.10059
XLOC_006330	ASCL1	chr12:102957673-102960516	0.443769	0.03994
XLOC_006331	LOC101929058	chr12:103151841-103168308	0	0
XLOC_006332	LOC101929084	chr12:103547793-103559815	0	0
XLOC_006333	STAB2	chr12:103587290-103771246	0.165669	0.100951
XLOC_006334	"HSP90B1,MIR3652"	chr12:103930333-103947930	267.23	384.481
XLOC_006335	TDG	chr12:103964000-103988878	13.0636	13.2564
XLOC_006336	HCFC2	chr12:104064457-104111371	2.48822	2.3353
XLOC_006337	MIR7641-2	chr12:104117008-104138273	0	0
XLOC_006338	TXNRD1	chr12:104215402-104350307	47.15	193.937
XLOC_006339	EID3	chr12:104215402-104350307	0.12369	1.30968
XLOC_006340	CHST11	chr12:104456913-104762014	0.295768	2.02207
XLOC_006341	MIR3922	chr12:104456913-104762014	0	0
XLOC_006342	C12orf45	chr12:104986319-104994727	24.1109	34.8708
XLOC_006343	KIAA1033	chr12:105107713-105169134	7.20918	11.7393
XLOC_006344	C12orf75	chr12:105330635-105371518	54.5451	24.9262
XLOC_006345	CASC18	chr12:105704202-105744063	0	0
XLOC_006346	-	chr12:106248616-106253020	1.08049	0.504462
XLOC_006347	TCP11L2	chr12:106302790-106349324	3.0036	1.83854
XLOC_006348	POLR3B	chr12:106357657-106889316	3.86903	4.45982
XLOC_006349	RFX4	chr12:106357657-106889316	0.00549575	0
XLOC_006350	RIC8B	chr12:106357657-106889316	2.27853	2.71472
XLOC_006351	TMEM263	chr12:106953537-106974073	9.90145	15.961
XLOC_006352	BTBD11	chr12:107318419-107659642	0.0636379	2.35778
XLOC_006353	PWP1	chr12:107685674-107713461	23.6601	29.7966
XLOC_006354	LOC101929162	chr12:107732865-107761228	0.0160236	0
XLOC_006355	ASCL4	chr12:107774384-107776644	0	0.0334467
XLOC_006356	WSCD2	chr12:108129470-108250536	0.00438529	0.0146793
XLOC_006357	FICD	chr12:108515273-108561389	4.91859	3.0942
XLOC_006358	ISCU	chr12:108561462-108569384	55.2137	44.007
XLOC_006359	MIR4496	chr12:108621882-108642275	0	0
XLOC_006360	DAO	chr12:108880080-108900952	31.8734	22.3979
XLOC_006361	USP30	chr12:109023088-109088026	8.94269	8.17691
XLOC_006362	UNG	chr12:109097593-109110993	32.2015	32.5192
XLOC_006363	ACACB	chr12:109111365-109268462	9.6878	14.9436
XLOC_006364	MYO1H	chr12:109388718-109448371	0	0.0218974
XLOC_006365	UBE3B	chr12:109477622-109536707	12.0978	12.234
XLOC_006366	MVK	chr12:109573694-109598258	29.1185	30.3962
XLOC_006367	FAM222A	chr12:109714381-109773487	6.47589	5.4443
XLOC_006368	MIR4497	chr12:109783086-109833436	0	0
XLOC_006369	TCHP	chr12:109900273-109918174	5.53373	4.57677
XLOC_006370	ANKRD13A	chr12:109999221-110083071	14.6258	6.37663
XLOC_006371	IFT81	chr12:110124334-110218795	3.432	3.66641
XLOC_006372	ATP2A2	chr12:110281181-110351095	31.7091	49.0826
XLOC_006373	FAM216A	chr12:110452485-110502140	4.05703	6.18904
XLOC_006374	RAD9B	chr12:110502199-110532086	0.113987	0.229668
XLOC_006375	TCTN1	chr12:110613941-110689812	9.25986	9.24809
XLOC_006376	CCDC63	chr12:110846959-110907535	0	0
XLOC_006377	LINC01405	chr12:110936601-110937446	0	0
XLOC_006378	CUX2	chr12:111034023-111350556	6.16944	2.04167
XLOC_006379	MIR6760	chr12:111034023-111350556	0	0
XLOC_006380	SH2B3	chr12:111405880-111599676	3.80554	7.47418
XLOC_006381	ACAD10	chr12:111686052-111757107	6.97714	11.2323
XLOC_006382	ALDH2	chr12:111766886-111809985	218.536	215.438
XLOC_006383	MIR6761	chr12:111766886-111809985	0	0
